Time Floor FloorButton Carbutton
10:08:40.0 4 Up 6
05:00:28.0 3 Down 2
16:00:05.0 8 Down 5
05:37:31.0 9 Up 11
15:08:44.0 16 Down 10
07:59:00.0 20 Down 6
07:08:50.0 6 Up 11
00:39:19.0 10 Up 20
08:31:57.0 12 Up 16
21:18:24.0 19 Up 20
08:41:39.0 2 Down 1
21:14:06.0 5 Down 4
11:08:57.0 2 Down 1
00:17:20.0 7 Up 11
10:26:33.0 10 Up 14
18:41:21.0 4 Up 11
21:22:37.0 15 Up 20
17:01:05.0 21 Down 13
08:36:45.0 17 Up 20
17:58:47.0 12 Down 1
00:13:35.0 7 Up 18
11:33:34.0 11 Up 17
10:57:23.0 15 Up 20
03:56:30.0 5 Down 1
22:53:08.0 8 Down 3
21:00:11.0 18 Down 17
18:24:42.0 12 Down 4
19:43:56.0 18 Down 13
20:09:42.0 19 Down 1
15:41:58.0 10 Up 14
03:28:33.0 3 Up 12
10:08:27.0 4 Down 3
18:46:12.0 21 Up 21
22:02:42.0 20 Up 21
14:28:50.0 13 Down 9
15:25:32.0 5 Down 4
13:09:07.0 7 Up 13
03:02:55.0 16 Down 3
04:58:47.0 11 Up 11
14:07:42.0 7 Up 8
12:07:45.0 10 Up 14
03:59:55.0 19 Up 20
02:25:13.0 3 Down 2
08:24:11.0 19 Down 2
05:15:40.0 10 Up 13
00:53:24.0 13 Up 15
20:40:20.0 1 Up 16
23:57:31.0 16 Down 2
17:07:24.0 9 Up 12
21:45:02.0 6 Up 12
13:53:51.0 1 Up 12
16:22:44.0 8 Up 11
09:21:11.0 18 Down 12
01:49:00.0 21 Down 6
01:31:39.0 4 Down 2
06:03:37.0 18 Down 2
20:05:43.0 3 Down 1
17:22:39.0 21 Up 21
06:13:18.0 17 Up 21
19:22:04.0 12 Down 4
11:18:35.0 13 Up 15
11:09:58.0 6 Down 2
00:41:26.0 3 Up 15
21:34:33.0 6 Up 17
16:20:44.0 21 Up 21
13:57:21.0 5 Down 2
09:20:02.0 15 Up 17
04:57:53.0 19 Down 11
12:52:04.0 10 Up 19
07:40:32.0 5 Up 19
15:59:08.0 13 Down 11
10:59:10.0 16 Up 16
10:28:08.0 20 Down 17
14:31:10.0 7 Down 1
13:30:40.0 1 Up 16
10:17:50.0 19 Down 8
00:44:32.0 15 Down 12
15:16:50.0 10 Up 19
15:54:12.0 2 Down 1
13:27:18.0 17 Down 14
02:34:22.0 6 Down 4
02:22:06.0 4 Up 15
22:00:42.0 11 Down 6
12:23:11.0 16 Up 20
06:43:14.0 7 Up 20
17:23:55.0 5 Down 1
02:09:27.0 4 Up 7
05:27:30.0 17 Up 19
13:26:09.0 7 Up 13
19:39:36.0 7 Down 1
15:58:09.0 10 Up 19
10:19:44.0 2 Down 1
05:25:37.0 1 Up 2
02:10:11.0 18 Down 2
17:31:30.0 10 Down 7
02:40:41.0 11 Down 2
06:28:30.0 5 Down 4
04:35:27.0 8 Up 13
13:42:17.0 5 Down 2
02:40:40.0 5 Down 4
02:47:23.0 4 Down 1
05:18:00.0 4 Down 3
05:46:20.0 1 Up 9
08:07:24.0 11 Up 12
14:07:09.0 7 Up 21
02:18:36.0 12 Down 1
02:07:39.0 3 Up 13
23:57:12.0 14 Down 13
00:11:21.0 2 Up 14
15:57:45.0 21 Down 3
16:35:02.0 6 Up 10
00:17:54.0 13 Up 16
03:33:01.0 9 Down 2
09:30:59.0 1 Up 20
03:43:22.0 21 Down 10
10:56:24.0 21 Down 15
01:20:09.0 21 Up 21
03:38:22.0 2 Up 11
14:11:44.0 21 Up 21
19:19:35.0 9 Up 9
10:30:33.0 11 Down 6
03:44:38.0 15 Up 21
03:07:16.0 20 Down 12
07:32:35.0 4 Down 3
00:31:02.0 17 Down 7
20:52:15.0 10 Down 5
16:54:34.0 2 Up 7
10:41:29.0 13 Up 16
03:13:55.0 17 Down 10
05:54:20.0 17 Up 18
08:46:50.0 3 Down 2
16:04:19.0 1 Up 11
21:23:18.0 6 Down 3
05:50:03.0 4 Down 2
18:29:11.0 11 Down 5
23:18:32.0 13 Down 7
00:17:48.0 9 Down 8
14:08:53.0 11 Down 5
19:16:45.0 4 Down 1
00:50:23.0 14 Up 17
13:59:44.0 17 Down 2
21:14:22.0 1 Up 21
02:14:39.0 18 Down 2
22:11:08.0 20 Down 6
08:11:40.0 21 Down 8
11:15:06.0 8 Up 10
13:51:46.0 19 Up 20
10:20:59.0 16 Up 16
01:16:01.0 5 Up 21
11:03:44.0 17 Up 20
18:45:34.0 19 Down 11
16:25:27.0 2 Up 16
00:27:25.0 17 Up 17
18:45:56.0 19 Down 1
22:43:33.0 19 Up 20
14:45:56.0 10 Up 14
05:33:24.0 14 Up 20
19:52:03.0 10 Up 15
06:10:30.0 3 Up 21
07:11:44.0 20 Up 20
14:03:10.0 9 Down 4
08:43:46.0 12 Up 14
15:16:53.0 1 Up 12
10:37:08.0 13 Down 7
03:21:00.0 8 Down 5
13:58:35.0 21 Down 19
06:51:15.0 17 Down 11
08:34:58.0 21 Up 21
18:13:04.0 3 Up 18
05:38:52.0 6 Up 12
09:34:22.0 2 Down 1
11:17:12.0 19 Down 16
19:31:17.0 5 Down 2
14:42:54.0 18 Down 6
04:19:29.0 16 Down 14
00:14:49.0 14 Up 19
01:00:25.0 9 Down 1
15:14:04.0 3 Down 1
18:48:55.0 16 Down 9
10:57:10.0 1 Up 12
23:04:48.0 20 Up 21
10:27:57.0 4 Down 1
02:35:10.0 13 Up 19
09:14:47.0 15 Down 12
10:01:06.0 7 Down 2
10:12:36.0 9 Up 18
04:10:56.0 7 Down 5
03:27:15.0 7 Up 13
23:17:37.0 6 Down 5
00:25:19.0 21 Up 21
00:45:43.0 16 Up 16
11:05:08.0 7 Down 2
22:18:49.0 14 Down 1
04:11:25.0 3 Up 14
16:33:43.0 4 Down 3
04:09:06.0 18 Down 1
17:32:12.0 13 Down 2
05:44:09.0 15 Up 21
06:42:26.0 17 Down 16
06:44:31.0 18 Up 20
02:16:23.0 7 Down 2
09:27:01.0 9 Up 10
12:18:19.0 18 Up 21
02:56:33.0 2 Up 20
02:30:39.0 20 Down 12
03:31:43.0 8 Up 17
15:59:11.0 9 Down 3
20:43:39.0 1 Up 13
10:36:34.0 6 Up 10
02:42:49.0 6 Down 3
23:15:25.0 21 Down 8
23:31:18.0 14 Down 7
08:01:13.0 5 Down 3
05:03:17.0 14 Down 8
06:02:29.0 5 Down 1
00:18:39.0 5 Down 3
03:28:23.0 1 Up 4
04:20:09.0 16 Up 20
20:50:41.0 21 Down 1
18:56:35.0 14 Down 8
03:09:41.0 1 Up 16
12:46:07.0 16 Down 10
05:39:36.0 4 Down 2
11:12:50.0 7 Down 3
00:51:37.0 5 Down 4
02:26:27.0 9 Up 16
18:36:36.0 21 Down 6
23:42:47.0 20 Down 16
00:49:21.0 11 Up 11
01:02:37.0 8 Down 4
20:51:31.0 10 Down 1
20:44:41.0 2 Up 4
06:50:49.0 18 Up 20
02:29:16.0 8 Down 1
05:38:01.0 13 Up 21
13:52:28.0 12 Down 2
14:18:05.0 15 Up 19
08:57:31.0 11 Up 18
02:16:29.0 9 Down 7
18:46:16.0 18 Up 18
07:57:44.0 14 Up 14
11:44:05.0 7 Down 3
05:51:03.0 13 Up 16
17:24:31.0 9 Down 3
07:17:44.0 5 Down 2
01:05:30.0 13 Up 21
18:24:30.0 9 Down 7
22:30:27.0 3 Down 1
17:46:30.0 12 Down 3
15:29:44.0 2 Down 1
20:57:00.0 10 Down 1
23:03:12.0 16 Up 19
09:25:59.0 4 Down 1
13:20:02.0 16 Up 19
14:59:26.0 1 Up 2
04:41:15.0 4 Down 2
20:58:28.0 13 Down 11
22:41:01.0 14 Down 10
01:54:05.0 19 Down 7
15:37:38.0 18 Down 12
17:35:54.0 8 Down 5
15:55:12.0 17 Down 16
17:14:10.0 3 Up 6
06:30:38.0 9 Down 6
05:52:57.0 6 Up 19
15:05:04.0 14 Up 16
05:51:58.0 16 Up 19
03:23:29.0 14 Down 12
07:48:52.0 17 Down 2
19:52:43.0 7 Down 5
10:54:18.0 6 Down 1
20:04:50.0 16 Up 16
13:23:32.0 17 Up 18
03:15:15.0 13 Up 15
00:45:56.0 16 Up 18
23:42:25.0 4 Down 3
09:36:57.0 9 Down 3
03:09:41.0 19 Up 20
20:23:36.0 12 Down 2
00:00:48.0 7 Up 13
07:44:50.0 16 Down 9
12:14:23.0 19 Down 16
17:53:53.0 11 Down 7
09:55:04.0 16 Down 5
10:45:05.0 16 Up 17
08:12:03.0 7 Up 17
16:24:23.0 4 Down 3
07:54:32.0 19 Down 15
16:14:07.0 12 Down 10
17:24:22.0 11 Down 1
14:23:12.0 18 Down 4
07:53:42.0 17 Down 16
14:21:11.0 21 Down 16
09:40:16.0 15 Down 14
09:14:11.0 20 Up 20
09:21:32.0 8 Up 15
09:45:05.0 3 Up 14
17:21:41.0 4 Up 6
23:23:43.0 13 Down 10
07:20:34.0 13 Down 5
02:22:36.0 14 Down 6
03:41:13.0 2 Down 1
12:28:00.0 4 Down 2
00:52:42.0 21 Down 14
16:51:51.0 5 Up 15
21:28:12.0 5 Up 6
09:13:22.0 14 Up 18
22:54:08.0 1 Up 20
07:57:34.0 9 Down 3
16:39:37.0 6 Down 3
06:30:10.0 6 Up 8
01:00:43.0 6 Up 9
01:34:05.0 10 Down 4
02:32:10.0 15 Up 16
14:40:05.0 3 Down 1
04:12:07.0 8 Down 6
03:56:57.0 11 Down 7
11:11:06.0 17 Down 12
02:15:43.0 9 Down 4
03:59:32.0 4 Down 1
20:11:28.0 17 Down 8
18:42:54.0 12 Down 11
04:12:44.0 3 Up 20
01:51:25.0 2 Down 1
11:57:48.0 16 Up 19
08:49:19.0 18 Up 18
05:49:18.0 8 Down 3
10:59:06.0 18 Up 21
20:03:02.0 16 Down 8
09:29:20.0 3 Up 10
15:30:16.0 20 Down 11
14:31:03.0 1 Up 12
20:12:26.0 15 Up 17
23:24:05.0 5 Up 10
20:11:30.0 11 Down 10
05:44:21.0 16 Down 14
08:38:50.0 1 Up 5
08:43:40.0 10 Down 5
00:57:18.0 19 Down 12
03:50:42.0 12 Down 10
05:30:54.0 9 Down 4
16:24:14.0 11 Down 2
14:40:42.0 10 Up 18
11:08:52.0 16 Up 16
23:55:37.0 9 Up 16
22:57:09.0 17 Up 21
06:44:22.0 4 Up 4
16:23:59.0 1 Up 12
19:06:22.0 9 Down 5
08:30:23.0 8 Up 20
22:46:29.0 18 Down 2
02:08:57.0 18 Up 18
22:16:49.0 20 Down 2
17:07:31.0 12 Down 1
23:27:30.0 8 Down 5
15:26:51.0 19 Up 21
00:47:05.0 10 Up 10
01:17:19.0 4 Down 1
17:53:34.0 4 Up 11
02:00:58.0 15 Down 13
10:21:23.0 10 Down 4
15:02:43.0 1 Up 1
01:14:09.0 18 Up 18
20:37:24.0 3 Down 2
06:22:52.0 1 Up 15
15:30:45.0 17 Up 17
03:59:59.0 19 Up 20
12:35:12.0 19 Down 15
10:21:04.0 20 Down 5
04:07:50.0 20 Down 2
07:46:30.0 2 Down 1
23:10:45.0 8 Up 21
00:35:05.0 11 Down 6
14:57:34.0 6 Up 11
05:15:44.0 4 Down 3
13:27:40.0 13 Down 5
00:19:26.0 16 Up 18
18:58:45.0 20 Up 21
09:35:58.0 17 Down 5
20:09:19.0 7 Down 5
21:31:03.0 4 Down 3
13:42:52.0 10 Up 10
20:46:32.0 13 Up 13
22:48:32.0 21 Up 21
23:13:16.0 19 Down 16
07:13:47.0 8 Down 6
03:57:05.0 14 Up 19
04:48:51.0 19 Up 21
20:09:43.0 9 Down 3
20:09:14.0 18 Up 19
20:38:34.0 8 Up 17
18:24:01.0 8 Down 5
16:34:07.0 3 Up 6
10:26:42.0 13 Up 17
15:56:31.0 14 Up 14
19:55:53.0 9 Up 16
09:22:09.0 7 Up 12
22:59:01.0 15 Down 5
20:15:06.0 18 Up 21
08:36:11.0 17 Down 13
20:06:51.0 10 Down 3
01:35:34.0 8 Up 14
23:06:17.0 13 Up 14
06:20:38.0 14 Up 21
11:36:34.0 14 Down 4
14:25:32.0 1 Up 20
20:28:32.0 15 Down 8
09:04:54.0 18 Down 3
07:02:55.0 14 Up 21
09:56:19.0 7 Up 7
07:16:34.0 18 Up 20
16:52:25.0 13 Up 20
13:46:17.0 12 Up 14
18:13:58.0 18 Down 15
19:25:52.0 7 Down 5
02:02:50.0 2 Down 1
20:10:15.0 18 Down 8
04:15:13.0 4 Down 3
19:23:33.0 8 Up 18
08:09:01.0 2 Up 20
12:09:26.0 13 Up 18
09:01:32.0 2 Up 10
14:50:40.0 7 Down 6
11:24:49.0 3 Down 1
08:09:17.0 20 Down 12
02:36:21.0 11 Up 19
18:58:48.0 5 Up 5
21:49:53.0 7 Up 9
07:53:48.0 6 Down 1
03:23:23.0 9 Up 13
10:34:44.0 6 Down 1
14:59:34.0 16 Down 6
16:24:09.0 4 Up 5
08:41:30.0 15 Down 7
10:38:43.0 4 Up 17
02:09:16.0 21 Down 15
17:21:45.0 18 Up 19
23:50:14.0 1 Up 6
01:13:37.0 11 Up 13
21:16:46.0 21 Up 21
00:43:58.0 21 Down 7
01:15:16.0 5 Down 4
19:18:24.0 10 Up 21
21:50:47.0 3 Down 1
22:34:46.0 18 Up 20
17:22:42.0 7 Up 15
16:56:52.0 11 Up 17
17:23:58.0 7 Up 15
11:13:48.0 13 Up 18
20:33:50.0 5 Up 16
08:14:41.0 20 Up 21
03:12:23.0 7 Down 6
23:11:35.0 3 Down 1
03:17:59.0 20 Down 5
12:02:44.0 3 Down 2
06:02:12.0 2 Down 1
01:09:23.0 6 Up 21
08:57:30.0 17 Down 10
13:30:11.0 15 Up 21
23:21:02.0 12 Down 9
01:10:38.0 6 Down 1
02:57:54.0 2 Down 1
19:34:47.0 15 Up 17
13:20:29.0 20 Up 21
17:10:45.0 16 Up 16
06:56:05.0 13 Up 16
08:49:31.0 2 Down 1
20:22:03.0 9 Down 2
20:28:07.0 7 Down 5
15:16:00.0 20 Up 21
01:26:30.0 15 Up 16
15:12:11.0 17 Down 6
12:49:34.0 4 Up 19
20:26:30.0 5 Up 8
20:39:55.0 8 Down 1
05:28:59.0 14 Up 18
00:33:43.0 6 Up 16
19:31:40.0 3 Up 21
10:26:51.0 4 Down 1
11:08:45.0 5 Down 1
00:28:48.0 8 Down 6
12:25:40.0 13 Down 1
04:00:07.0 9 Down 6
22:43:56.0 15 Down 3
05:08:53.0 7 Down 1
06:51:18.0 18 Down 8
17:19:03.0 14 Up 14
06:03:16.0 19 Down 10
04:58:13.0 17 Up 21
15:57:31.0 8 Down 1
19:21:54.0 4 Up 8
04:20:09.0 15 Up 21
13:02:00.0 8 Up 14
02:36:12.0 7 Up 14
10:03:19.0 12 Up 21
12:37:47.0 11 Down 6
06:21:44.0 10 Down 6
01:25:06.0 18 Down 7
15:04:13.0 11 Down 1
13:58:26.0 19 Down 5
13:37:29.0 16 Down 12
19:06:13.0 20 Up 20
22:53:19.0 13 Down 8
10:48:50.0 14 Up 14
05:22:39.0 13 Down 9
06:17:12.0 16 Up 18
08:52:04.0 12 Up 12
05:46:55.0 9 Up 10
12:44:33.0 5 Up 8
18:18:27.0 17 Up 17
02:32:41.0 15 Down 9
22:02:25.0 19 Up 21
10:15:21.0 16 Down 12
22:47:50.0 1 Up 1
18:21:14.0 20 Up 20
12:05:55.0 20 Down 1
02:59:37.0 10 Up 14
06:06:34.0 15 Down 1
00:32:13.0 21 Up 21
01:32:51.0 13 Up 18
08:32:14.0 2 Down 1
03:06:35.0 16 Down 2
04:22:16.0 9 Down 3
11:53:31.0 2 Up 8
19:43:21.0 7 Down 2
19:02:24.0 19 Down 17
02:43:51.0 16 Down 11
16:14:21.0 16 Up 18
13:36:51.0 15 Up 19
14:38:14.0 6 Down 3
18:12:06.0 14 Up 21
15:10:42.0 20 Down 3
22:57:45.0 7 Down 5
06:42:07.0 6 Down 5
21:35:03.0 7 Down 6
22:34:18.0 2 Up 6
19:23:59.0 17 Up 17
14:28:29.0 15 Up 19
07:54:24.0 16 Down 9
12:20:29.0 16 Down 13
20:08:07.0 19 Up 21
10:57:14.0 8 Down 6
10:10:54.0 2 Down 1
10:41:58.0 2 Down 1
19:17:26.0 20 Down 2
08:12:51.0 4 Down 3
12:14:45.0 18 Up 20
16:12:01.0 3 Up 20
06:55:18.0 17 Down 11
13:19:05.0 2 Up 13
10:56:09.0 7 Down 1
12:05:45.0 12 Up 20
08:50:52.0 9 Down 1
17:18:24.0 1 Up 18
14:52:59.0 7 Down 3
06:04:17.0 13 Up 15
21:28:38.0 7 Down 5
11:41:47.0 11 Up 16
11:51:02.0 20 Up 20
07:10:12.0 7 Down 5
16:55:45.0 7 Down 4
10:37:27.0 17 Down 16
12:36:26.0 1 Up 20
10:15:32.0 20 Down 3
06:33:58.0 9 Down 2
03:51:54.0 13 Down 12
20:57:48.0 9 Down 3
11:17:11.0 8 Down 6
04:20:53.0 7 Up 7
10:23:02.0 8 Up 13
23:37:42.0 9 Up 20
12:34:31.0 5 Up 13
17:42:19.0 20 Up 21
15:34:49.0 4 Down 3
01:30:13.0 6 Down 3
23:19:11.0 11 Up 18
05:10:46.0 6 Up 13
03:50:05.0 6 Down 5
19:07:09.0 1 Up 10
13:06:55.0 6 Down 3
19:41:08.0 13 Up 17
14:26:10.0 5 Down 2
03:48:43.0 10 Up 14
00:13:25.0 8 Up 12
23:29:39.0 1 Up 7
16:12:31.0 6 Up 9
22:00:37.0 17 Down 2
10:58:37.0 3 Down 1
08:34:05.0 14 Up 18
16:56:53.0 6 Up 16
03:48:44.0 6 Up 9
12:28:25.0 8 Up 9
06:11:16.0 8 Down 6
14:44:01.0 11 Up 17
19:12:52.0 21 Up 21
05:04:34.0 11 Up 15
09:03:08.0 20 Up 21
17:54:51.0 11 Down 1
11:33:54.0 3 Up 12
05:43:50.0 14 Up 15
20:10:54.0 6 Down 4
21:36:20.0 20 Up 20
09:19:53.0 11 Up 19
00:36:09.0 9 Up 12
13:36:59.0 14 Up 16
21:12:12.0 16 Down 3
01:29:15.0 13 Up 13
00:51:30.0 10 Down 8
12:52:51.0 16 Up 19
23:12:48.0 5 Up 14
17:30:17.0 4 Down 2
21:40:39.0 13 Down 12
06:54:43.0 1 Up 11
19:34:27.0 16 Down 12
13:03:16.0 21 Up 21
16:35:11.0 10 Up 20
08:56:54.0 7 Up 11
02:15:24.0 15 Down 12
05:32:50.0 13 Up 21
01:24:31.0 1 Up 19
12:53:15.0 10 Down 7
04:36:29.0 14 Down 10
00:23:33.0 13 Up 20
23:46:52.0 1 Up 13
17:28:47.0 1 Up 14
13:56:18.0 15 Up 20
12:19:16.0 3 Up 15
03:29:55.0 9 Up 10
07:49:54.0 18 Down 17
00:28:57.0 16 Down 11
22:45:55.0 9 Up 18
14:33:37.0 18 Up 20
10:17:27.0 5 Up 5
09:50:37.0 15 Up 19
17:38:51.0 12 Up 21
16:26:52.0 21 Down 18
02:53:11.0 13 Down 4
18:03:30.0 2 Up 18
13:24:55.0 8 Down 7
22:26:15.0 13 Down 2
08:33:37.0 11 Down 6
15:38:44.0 2 Down 1
02:24:47.0 15 Down 13
13:47:04.0 3 Down 2
22:10:25.0 18 Up 18
19:40:16.0 1 Up 5
00:28:02.0 4 Down 1
16:24:05.0 8 Up 17
20:28:33.0 13 Up 14
00:10:07.0 1 Up 7
05:39:10.0 3 Up 21
12:47:30.0 2 Down 1
15:42:12.0 9 Down 5
23:34:09.0 2 Down 1
23:50:23.0 21 Down 20
06:49:36.0 12 Down 5
09:25:05.0 9 Up 9
06:13:09.0 14 Down 9
02:22:12.0 12 Down 1
21:28:09.0 13 Up 13
21:06:20.0 19 Up 19
20:47:49.0 6 Down 5
